"make","model","length","year","price","url"
"Beneteau","43 ft 2006 Beneteau Cyclades 43.4","43","2006","106375","https://au.yachtworld.com/boats/2006/beneteau-cyclades-43-4-3618087/"
"Beneteau","41 ft 2000 Beneteau Oceanis 411","41","2000","106375","https://au.yachtworld.com/boats/2000/beneteau-oceanis-411-3588873/"
"Beneteau","41 ft 2000 Beneteau Oceanis 411","41","2000","106375","https://au.yachtworld.com/boats/2000/beneteau-oceanis-411-3587259/"
"Beneteau","41 ft 2000 Beneteau Oceanis 411","41","2000","106375","https://au.yachtworld.com/boats/2000/beneteau-oceanis-411-3578787/"
"Beneteau","41 ft 2006 Beneteau Oceanis 423 Clipper","41","2006","106375","https://au.yachtworld.com/boats/2006/beneteau-oceanis-clipper-423-3608420/"
"Beneteau","41 ft 1998 Beneteau Oceanis Clipper 411","41","1998","106375","https://au.yachtworld.com/boats/1998/beneteau-oceanis-clipper-411-2846121/"
"Beneteau","41 ft 2000 Beneteau Oceanis 411","41","2000","106375","https://au.yachtworld.com/boats/2000/beneteau-oceanis-411-3605898/"
"Beneteau","39 ft 2006 Beneteau Oceanis Clipper 393","39","2006","106375","https://au.yachtworld.com/boats/2006/beneteau-oceanis-clipper-393-2903938/"
"Beneteau","39 ft 2000 Beneteau Oceanis 411","39","2000","106375","https://au.yachtworld.com/boats/2000/beneteau-oceanis-411-3580994/"
"Beneteau","39 ft 2004 Beneteau First 40.7","39","2004","106375","https://au.yachtworld.com/boats/2004/beneteau-first-40-7-3610182/"
"Beneteau","39 ft 2003 Beneteau Oceanis 393","39","2003","106375","https://au.yachtworld.com/boats/2003/beneteau-oceanis-clipper-393-3607491/"
"Beneteau","39 ft 2007 Beneteau Cyclades 39","39","2007","106375","https://au.yachtworld.com/boats/2007/beneteau-cyclades-39-3253562/"
"Beneteau","39 ft 2005 Beneteau Oceanis Clipper 393","39","2005","106375","https://au.yachtworld.com/boats/2005/beneteau-oceanis-clipper-393-3530066/"
"Beneteau","39 ft 2004 Beneteau Oceanis Clipper 393","39","2004","106375","https://au.yachtworld.com/boats/2004/beneteau-oceanis-clipper-393-3617034/"
"Beneteau","39 ft 2000 Beneteau First 40.7","39","2000","106375","https://au.yachtworld.com/boats/2000/beneteau-first-40-7-3165965/"
"Beneteau","39 ft 2004 Beneteau 393 Ocean Clipper","39","2004","106375","https://au.yachtworld.com/boats/2004/beneteau-oceanis-clipper-393-3644033/"
"Beneteau","38 ft 2004 Beneteau Clipper 393","38","2004","106375","https://au.yachtworld.com/boats/2004/beneteau-clipper-393-3649084/"
"Beneteau","40 ft 2002 Beneteau First 40.7","40","2002","107542","https://au.yachtworld.com/boats/2002/beneteau-first-40-7-3649053/"
"Beneteau","43 ft 1991 Beneteau 430 Oceanis","43","1991","107552","https://au.yachtworld.com/boats/1991/beneteau-430-oceanis-3483790/"
"Beneteau","41 ft 1998 Beneteau Oceanis 411","41","1998","107552","https://au.yachtworld.com/boats/1998/beneteau-oceanis-411-3595007/"
"Beneteau","41 ft 2000 Beneteau Oceanis 411","41","2000","107552","https://au.yachtworld.com/boats/2000/beneteau-oceanis-411-3487442/"
"Beneteau","40 ft 2000 Beneteau Oceanis 411","40","2000","107552","https://au.yachtworld.com/boats/2000/beneteau-oceanis-411-3474976/"
"Beneteau","40 ft 2000 Beneteau Oceanis 411","40","2000","107552","https://au.yachtworld.com/boats/2000/beneteau-oceanis-411-3481863/"
"Beneteau","40 ft 2000 Beneteau Oceanis 411","40","2000","107552","https://au.yachtworld.com/boats/2000/beneteau-oceanis-411-3242731/"
"Beneteau","40 ft 2000 Beneteau Oceanis 411","40","2000","107552","https://au.yachtworld.com/boats/2000/beneteau-oceanis-411-3507118/"
"Beneteau","39 ft 2007 Beneteau Cyclades 39","39","2007","107552","https://au.yachtworld.com/boats/2007/beneteau-cyclades-39-3597264/"
"Beneteau","49 ft 1991 Beneteau Oceanis 500","49","1991","108012","https://au.yachtworld.com/boats/1991/beneteau-oceanis-500-3228421/"
"Beneteau","41 ft 2002 Beneteau Oceanis 411","41","2002","108012","https://au.yachtworld.com/boats/2002/beneteau-oceanis-411-3650615/"
"Beneteau","39 ft 1997 Beneteau Oceanis 40 CC","39","1997","108012","https://au.yachtworld.com/boats/1997/beneteau-oceanis-40-cc-3508693/"
"Beneteau","40 ft 1993 Beneteau 400","40","1993","108630","https://au.yachtworld.com/boats/1993/beneteau-400-2965526/"
"Beneteau","43 ft 2005 Beneteau Cyclades 43.3","43","2005","108830","https://au.yachtworld.com/boats/2005/beneteau-cyclades-43-3-3608801/"
"Beneteau","43 ft 2005 Beneteau Cyclades 43.3","43","2005","109648","https://au.yachtworld.com/boats/2005/beneteau-cyclades-43-3-3523117/"
"Beneteau","43 ft 2005 Beneteau Cyclades 43.3","43","2005","109648","https://au.yachtworld.com/boats/2005/beneteau-cyclades-43-3-3649121/"
"Beneteau","41 ft 1995 Beneteau Oceanis 40 CC","41","1995","109648","https://au.yachtworld.com/boats/1995/beneteau-oceanis-40-cc-3510136/"
"Beneteau","47 ft 2002 Beneteau Oceanis 473 Clipper / Owners","47","2002","111285","https://au.yachtworld.com/boats/2002/beneteau-oceanis-473-clipper-owners--3615719/"
"Beneteau","39 ft 2007 Beneteau CYCLADES 39.3 / VAT PAID","39","2007","112103","https://au.yachtworld.com/boats/2007/beneteau-cyclades-39-3-vat-paid-3160388/"
"Beneteau","46 ft 1998 Beneteau Oceanis 461","46","1998","112921","https://au.yachtworld.com/boats/1998/beneteau-oceanis-461-1317555/"
"Beneteau","45 ft 1998 Beneteau Oceanis 461","45","1998","112921","https://au.yachtworld.com/boats/1998/beneteau-oceanis-461-2726142/"
"Beneteau","40 ft 2002 Beneteau First 40.7","40","2002","112921","https://au.yachtworld.com/boats/2002/beneteau-first-40-7-3227760/"
"Beneteau","39 ft 2006 Beneteau Cyclades 39","39","2006","112921","https://au.yachtworld.com/boats/2006/beneteau-cyclades-39-3218638/"
"Beneteau","39 ft 2001 Beneteau Oceanis 393","39","2001","112921","https://au.yachtworld.com/boats/2001/beneteau-oceanis-clipper-393-3552512/"
"Beneteau","39 ft 2004 Beneteau Oceanis 393 / Private / VAT PAID","39","2004","112921","https://au.yachtworld.com/boats/2004/beneteau-oceanis-393-private-vat-paid-3562347/"
"Beneteau","38 ft 2002 Beneteau Oceanis Clipper 393","38","2002","112921","https://au.yachtworld.com/boats/2002/beneteau-oceanis-clipper-393-3585713/"
"Beneteau","39 ft 2005 Beneteau 393","39","2005","112936","https://au.yachtworld.com/boats/2005/beneteau-393-3592247/"
"Beneteau","44 ft 1995 Beneteau 440","44","1995","113005","https://au.yachtworld.com/boats/1995/beneteau-440-3118469/"
"Beneteau","40 ft 1993 Beneteau Oceanis 400","40","1993","113005","https://au.yachtworld.com/boats/1993/beneteau-oceanis-400-3641161/"
"Beneteau","38 ft 2000 Beneteau Oceanis 381","38","2000","113005","https://au.yachtworld.com/boats/2000/beneteau-381-3649687/"
"Beneteau","44 ft 2005 Beneteau Cyclades 43.3","44","2005","113156","https://au.yachtworld.com/boats/2005/beneteau-cyclades-43-3-3653412/"
"Beneteau","40 ft 1994 Beneteau Oceanis 400","40","1994","113156","https://au.yachtworld.com/boats/1994/beneteau-oceanis-400-3239135/"
"Beneteau","40 ft 2009 Beneteau Oceanis 40","40","2009","112623","https://au.yachtworld.com/boats/2009/beneteau-oceanis-40-3067781/"
"Beneteau","45 ft 1999 Beneteau Oceanis 461 Clipper","45","1999","113740","https://au.yachtworld.com/boats/1999/beneteau-oceanis-461-3555332/"
"Beneteau","40 ft 2003 Beneteau Oceanis Clipper 411","40","2003","113740","https://au.yachtworld.com/boats/2003/beneteau-oceanis-clipper-411-3620854/"
"Beneteau","39 ft 2001 Beneteau Oceanis 393","39","2001","113740","https://au.yachtworld.com/boats/2001/beneteau-oceanis-clipper-393-3586265/"
"Beneteau","39 ft 2002 Beneteau Oceanis Clipper 393","39","2002","113740","https://au.yachtworld.com/boats/2002/beneteau-oceanis-clipper-393-3649929/"
"Beneteau","38 ft 2003 Beneteau 393","38","2003","113740","https://au.yachtworld.com/boats/2003/beneteau-393-3609002/"
"Beneteau","41 ft 1994 Beneteau First 42S7","41","1994","114550","https://au.yachtworld.com/boats/1994/beneteau-first-42s7-3469845/"
"Beneteau","46 ft 1992 Beneteau 45F5","46","1992","114558","https://au.yachtworld.com/boats/1992/beneteau-first-45f5-3161487/"
"Beneteau","42 ft 2006 Beneteau Cyclades 43.3","42","2006","114558","https://au.yachtworld.com/boats/2006/beneteau-cyclades-43-3-3618315/"
"Beneteau","40 ft 2000 Beneteau Oceanis 411","40","2000","114558","https://au.yachtworld.com/boats/2000/beneteau-oceanis-411-3587357/"
"Beneteau","40 ft 2001 Beneteau Oceanis Clipper 411","40","2001","114558","https://au.yachtworld.com/boats/2001/beneteau-oceanis-clipper-411-3651244/"
"Beneteau","39 ft 2007 Beneteau First 40.7","39","2007","114558","https://au.yachtworld.com/boats/2007/beneteau-first-40-7-3648176/"
"Beneteau","39 ft 2002 Beneteau Oceanis Clipper 393","39","2002","114558","https://au.yachtworld.com/boats/2002/beneteau-oceanis-clipper-393-3336004/"
"Beneteau","39 ft 2009 Beneteau Cyclades 393","39","2009","114558","https://au.yachtworld.com/boats/2009/beneteau-cyclades-39-3566231/"
"Beneteau","38 ft 2006 Beneteau Oceanis 393","38","2006","114558","https://au.yachtworld.com/boats/2006/beneteau-oceanis-clipper-393-3486584/"
"Beneteau","41 ft 1990 Beneteau First 41","41","1990","115374","https://au.yachtworld.com/boats/1990/beneteau-first-41-3125593/"
"Beneteau","43 ft 1990 Beneteau Oceanis 430","43","1990","116174","https://au.yachtworld.com/boats/1990/beneteau-oceanis-430-3215805/"
"Beneteau","39 ft 1999 Beneteau 40CC","39","1999","116174","https://au.yachtworld.com/boats/1999/beneteau-40cc-3612765/"
"Beneteau","44 ft 1998 Beneteau Oceanis 461","44","1998","116194","https://au.yachtworld.com/boats/1998/beneteau-oceanis-461-3511513/"
"Beneteau","38 ft 2003 Beneteau 393","38","2003","117232","https://au.yachtworld.com/boats/2003/beneteau-393-3608554/"
"Beneteau","38 ft 2000 Beneteau 381","38","2000","117683","https://au.yachtworld.com/boats/2000/beneteau-381-2899202/"
"Beneteau","39 ft 2001 Beneteau Oceanis 393","39","2001","117831","https://au.yachtworld.com/boats/2001/beneteau-oceanis-clipper-393-3177859/"
"Beneteau","38 ft 2005 Beneteau CYCLADES 39.3","38","2005","117831","https://au.yachtworld.com/boats/2005/beneteau-cyclades-39-3609038/"
"Beneteau","38 ft 2008 Beneteau Cyclades 39","38","2008","117831","https://au.yachtworld.com/boats/2008/beneteau-cyclades-39-3598094/"
"Beneteau","42 ft 2004 Beneteau Oceanis 423 Clipper","42","2004","114025","https://au.yachtworld.com/boats/2004/beneteau-oceanis-clipper-423-3579789/"
"Beneteau","40 ft 2000 Beneteau OCEANIS 411 CLIPPER","40","2000","118649","https://au.yachtworld.com/boats/2000/beneteau-oceanis-clipper-411-3218163/"
"Beneteau","39 ft 2003 Beneteau 393","39","2003","119191","https://au.yachtworld.com/boats/2003/beneteau-393-3645859/"
"Beneteau","43 ft 2006 Beneteau Cyclades 43.4","43","2006","119468","https://au.yachtworld.com/boats/2006/beneteau-cyclades-43-4-3136690/"
"Beneteau","38 ft 1997 Beneteau Oceanis","38","1997","119568","https://au.yachtworld.com/boats/1997/beneteau-oceanis-3555351/"
"Beneteau","39 ft 2003 Beneteau 393","39","2003","119780","https://au.yachtworld.com/boats/2003/Beneteau-393-3653789/Martinique-%28FR%29"
"Beneteau","40 ft 1999 Beneteau First 40.7","40","1999","119938","https://au.yachtworld.com/boats/1999/beneteau-first-40-7-3491913/"
"Beneteau","40 ft 1995 Beneteau 400","40","1995","119946","https://au.yachtworld.com/boats/1995/beneteau-400-3600598/"
"Beneteau","40 ft 1994 Beneteau M405","40","1994","119946","https://au.yachtworld.com/boats/1994/beneteau-m405-3522467/"
"Beneteau","40 ft 1995 Beneteau Oceanis 400","40","1995","119946","https://au.yachtworld.com/boats/1995/beneteau-oceanis-400-3154033/"
"Beneteau","38 ft 2001 Beneteau 381","38","2001","119946","https://au.yachtworld.com/boats/2001/beneteau-381-3460728/"
"Beneteau","43 ft 2006 Beneteau Cyclades 43.4","43","2006","120286","https://au.yachtworld.com/boats/2006/beneteau-cyclades-43-4-3060876/"
"Beneteau","41 ft 2000 Beneteau Oceanis 411","41","2000","120549","https://au.yachtworld.com/boats/2000/beneteau-oceanis-411-3552558/"
"Beneteau","40 ft 1999 Beneteau 400","40","1999","120549","https://au.yachtworld.com/boats/1999/beneteau-400-3552387/"
"Beneteau","40 ft 1997 Beneteau Oceanis 400","40","1997","120549","https://au.yachtworld.com/boats/1997/beneteau-oceanis-400-3526137/"
"Beneteau","40 ft 1996 Beneteau Oceanis 400","40","1996","120549","https://au.yachtworld.com/boats/1996/beneteau-oceanis-400-3533635/"
"Beneteau","38 ft 2001 Beneteau 381","38","2001","120549","https://au.yachtworld.com/boats/2001/beneteau-381-3618732/"
"Beneteau","41 ft 2001 Beneteau America 411","41","2001","120625","https://au.yachtworld.com/boats/2001/beneteau-america-411-3614625/"
"Beneteau","40 ft 2004 Beneteau First 40.7","40","2004","120625","https://au.yachtworld.com/boats/2004/beneteau-first-40-7-3573217/"
"Beneteau","39 ft 2002 Beneteau Oceanis 40 CC","39","2002","121104","https://au.yachtworld.com/boats/2002/beneteau-oceanis-40-cc-3612166/"
"Beneteau","38 ft 2007 Beneteau CYCLADES 39.3","38","2007","121104","https://au.yachtworld.com/boats/2007/beneteau-cyclades-39-3586786/"
"Beneteau","38 ft 2004 Beneteau Oceanis 393 Clipper","38","2004","121104","https://au.yachtworld.com/boats/2004/beneteau-oceanis-clipper-393-3652152/"
"Beneteau","46 ft 1990 Beneteau First 45f5","46","1990","122741","https://au.yachtworld.com/boats/1990/beneteau-first-45f5-3617800/"
"Beneteau","46 ft 2003 Beneteau 473","46","2003","122741","https://au.yachtworld.com/boats/2003/beneteau-473-3520925/"
"Beneteau","45 ft 1997 Beneteau Oceanis 461","45","1997","122741","https://au.yachtworld.com/boats/1997/beneteau-oceanis-461-2954223/"
"Beneteau","44 ft 1991 Beneteau First 45f5","44","1991","122741","https://au.yachtworld.com/boats/1991/beneteau-first-45f5-2854947/"
"Beneteau","43 ft 2005 Beneteau Cyclades 43.3","43","2005","122741","https://au.yachtworld.com/boats/2005/beneteau-cyclades-43-3-3214295/"
"Beneteau","43 ft 2007 Beneteau Cyclades 43.4","43","2007","122741","https://au.yachtworld.com/boats/2007/beneteau-cyclades-43-4-3468398/"
"Beneteau","42 ft 2004 Beneteau Oceanis Clipper 423","42","2004","122741","https://au.yachtworld.com/boats/2004/beneteau-oceanis-clipper-423-3644845/"
"Beneteau","42 ft 1990 Beneteau Oceanis 430","42","1990","122741","https://au.yachtworld.com/boats/1990/beneteau-oceanis-430-3649766/"
"Beneteau","41 ft 2001 Beneteau OCEANIS 411 CLIPPER","41","2001","122741","https://au.yachtworld.com/boats/2001/beneteau-oceanis-clipper-411-3094558/"
"Beneteau","40 ft 2001 Beneteau Oceanis 411","40","2001","122741","https://au.yachtworld.com/boats/2001/beneteau-oceanis-411-3485303/"
"Beneteau","40 ft 1999 Beneteau Oceanis 411","40","1999","122741","https://au.yachtworld.com/boats/1999/beneteau-oceanis-411-3615492/"
"Beneteau","40 ft 1999 Beneteau Oceanis 411","40","1999","122741","https://au.yachtworld.com/boats/1999/beneteau-oceanis-411-3643699/"
"Beneteau","40 ft 2002 Beneteau clipper 411","40","2002","122741","https://au.yachtworld.com/boats/2002/beneteau-clipper-411-3590936/"
"Beneteau","39 ft 2003 Beneteau Oceanis 393 Clipper","39","2003","122741","https://au.yachtworld.com/boats/2003/beneteau-oceanis-clipper-393-3645813/"
"Beneteau","39 ft 2006 Beneteau Oceanis Clipper 393","39","2006","122741","https://au.yachtworld.com/boats/2006/beneteau-oceanis-clipper-393-3202940/"
"Beneteau","39 ft 2007 Beneteau Cyclades 39","39","2007","122741","https://au.yachtworld.com/boats/2007/beneteau-cyclades-39-3541894/"
"Beneteau","39 ft 2004 Beneteau Oceanis 393 Clipper","39","2004","122741","https://au.yachtworld.com/boats/2004/beneteau-oceanis-clipper-393-3567663/"
"Beneteau","39 ft 2002 Beneteau Oceanis 393 Clipper","39","2002","122741","https://au.yachtworld.com/boats/2002/beneteau-oceanis-clipper-393-3125543/"
"Beneteau","41 ft 2004 Beneteau Oceanis 411 Celebration","41","2004","123559","https://au.yachtworld.com/boats/2004/beneteau-oceanis-411-celebration-3645783/"
"Beneteau","39 ft 2008 Beneteau CYCLADES 39.3","39","2008","123723","https://au.yachtworld.com/boats/2008/beneteau-cyclades-39-3063355/"
"Beneteau","44 ft 1993 Beneteau Oceanis 440","44","1993","125226","https://au.yachtworld.com/boats/1993/beneteau-oceanis-440-3619295/"
"Beneteau","38 ft 2000 Beneteau Oceanis 381","38","2000","125484","https://au.yachtworld.com/boats/2000/beneteau-381-3594880/"
"Beneteau","46 ft 1996 Beneteau Oceanis 461","46","1996","126014","https://au.yachtworld.com/boats/1996/beneteau-oceanis-461-2008502/"
"Beneteau","38 ft 2005 Beneteau Oceanis 393","38","2005","127107","https://au.yachtworld.com/boats/2005/beneteau-oceanis-clipper-393-3646175/"
"Beneteau","38 ft 1998 Beneteau Oceanis 381","38","1998","127489","https://au.yachtworld.com/boats/1998/beneteau-381-3563067/"
"Beneteau","41 ft 2004 Beneteau Oceanis Clipper 423","41","2004","127650","https://au.yachtworld.com/boats/2004/beneteau-oceanis-clipper-423-3603023/"
"Beneteau","41 ft 2005 Beneteau Oceanis 423 Clipper","41","2005","127650","https://au.yachtworld.com/boats/2005/beneteau-oceanis-clipper-423-3645561/"
"Beneteau","41 ft 2003 Beneteau Oceanis Clipper 423","41","2003","127650","https://au.yachtworld.com/boats/2003/beneteau-oceanis-clipper-423-3527793/"
"Beneteau","40 ft 1993 Beneteau First 41.5","40","1993","127650","https://au.yachtworld.com/boats/1993/beneteau-first-41-5-2662259/"
"Beneteau","39 ft 2008 Beneteau Oceanis 40","39","2008","127650","https://au.yachtworld.com/boats/2008/beneteau-oceanis-40-2732298/"
"Beneteau","51 ft 1993 Beneteau Oceanis 510","51","1993","128093","https://au.yachtworld.com/boats/1993/beneteau-oceanis-510-3560229/"
"Beneteau","42 ft 1997 Beneteau 42S7","42","1997","129000","https://au.yachtworld.com/boats/1997/beneteau-42s7-3590376/"
"Beneteau","42 ft 1996 Beneteau First 42s7","42","1996","129062","https://au.yachtworld.com/boats/1996/beneteau-first-42s7-3510132/"
"Beneteau","43 ft 2006 Beneteau Cyclades 43.4","43","2006","129287","https://au.yachtworld.com/boats/2006/beneteau-cyclades-43-4-3221374/"
"Beneteau","42 ft 2006 Beneteau 423","42","2006","129287","https://au.yachtworld.com/boats/2006/beneteau-423-2519326/"
"Beneteau","41 ft 2004 Beneteau Oceanis 411 Celebration","41","2004","129287","https://au.yachtworld.com/boats/2004/beneteau-oceanis-411-celebration-3094551/"
"Beneteau","39 ft 2002 Beneteau First 40.7","39","2002","129287","https://au.yachtworld.com/boats/2002/beneteau-first-40-7-3027394/"
"Beneteau","39 ft 2002 Beneteau Oceanis 393 Clipper","39","2002","129287","https://au.yachtworld.com/boats/2002/beneteau-oceanis-clipper-393-3545986/"
"Beneteau","40 ft 1995 Beneteau Oceanis 400","40","1995","130492","https://au.yachtworld.com/boats/1995/beneteau-oceanis-400-3621184/"
"Beneteau","42 ft 2004 Beneteau Oceanis Clipper 423","42","2004","130514","https://au.yachtworld.com/boats/2004/beneteau-oceanis-clipper-423-2114410/"
"Beneteau","43 ft 2009 Beneteau Oceanis 43","43","2009","130596","https://au.yachtworld.com/boats/2009/beneteau-oceanis-43-2961056/"
"Beneteau","40 ft 2008 Beneteau Oceanis 40","40","2008","130596","https://au.yachtworld.com/boats/2008/beneteau-oceanis-40-3592088/"
"Beneteau","39 ft 2003 Beneteau Oceanis 393","39","2003","130760","https://au.yachtworld.com/boats/2003/beneteau-oceanis-clipper-393-3585211/"
"Beneteau","47 ft 2002 Beneteau First 47.7","47","2002","130923","https://au.yachtworld.com/boats/2002/beneteau-first-47-7-3580733/"
"Beneteau","43 ft 2007 Beneteau Cyclades 43.4","43","2007","130923","https://au.yachtworld.com/boats/2007/beneteau-cyclades-43-4-3211898/"
"Beneteau","43 ft 2006 Beneteau Cyclades 43.4","43","2006","130923","https://au.yachtworld.com/boats/2006/beneteau-cyclades-43-4-3221347/"
"Beneteau","43 ft 2005 Beneteau Cyclades 43.3","43","2005","130923","https://au.yachtworld.com/boats/2005/beneteau-cyclades-43-3-2581255/"
"Beneteau","43 ft 2009 Beneteau Oceanis 43","43","2009","130923","https://au.yachtworld.com/boats/2009/beneteau-oceanis-43-3648954/"
"Beneteau","42 ft 2007 Beneteau Cyclades 43.4","42","2007","130923","https://au.yachtworld.com/boats/2007/beneteau-cyclades-43-4-3510772/"
"Beneteau","41 ft 2003 Beneteau Oceanis 411 Celebration","41","2003","130923","https://au.yachtworld.com/boats/2003/beneteau-oceanis-411-celebration-3564401/"
"Beneteau","40 ft 2005 Beneteau First 40.7","40","2005","130923","https://au.yachtworld.com/boats/2005/beneteau-first-40-7-3647004/"
"Beneteau","40 ft 1999 Beneteau Oceanis 411","40","1999","130923","https://au.yachtworld.com/boats/1999/beneteau-oceanis-411-2947226/"
"Beneteau","42 ft 2001 Beneteau Oceanis Clipper 411","42","2001","131986","https://au.yachtworld.com/boats/2001/beneteau-oceanis-clipper-411-3566656/"
"Beneteau","38 ft 2001 Beneteau 381","38","2001","132016","https://au.yachtworld.com/boats/2001/beneteau-381-3547158/"
"Beneteau","39 ft 2008 Beneteau Cyclades 39","39","2008","132560","https://au.yachtworld.com/boats/2008/beneteau-cyclades-39-3542071/"
"Beneteau","39 ft 2001 Beneteau 393","39","2001","129246","https://au.yachtworld.com/boats/2001/beneteau-393-3590093/"
"Beneteau","44 ft 1996 Beneteau 440","44","1996","133524","https://au.yachtworld.com/boats/1996/beneteau-440-3560813/"
"Beneteau","41 ft 1999 Beneteau 411","41","1999","133524","https://au.yachtworld.com/boats/1999/beneteau-411-3610093/"
"Beneteau","43 ft 2007 Beneteau Oceanis 43","43","2007","132849","https://au.yachtworld.com/boats/2007/beneteau-oceanis-43-2647549/"
"Beneteau","46 ft 2000 Beneteau 463","46","2000","134279","https://au.yachtworld.com/boats/2000/beneteau-463-3619444/"
"Beneteau","39 ft 2005 Beneteau 393","39","2005","134279","https://au.yachtworld.com/boats/2005/beneteau-393-3515120/"
"Beneteau","38 ft 2002 Beneteau 393","38","2002","134610","https://au.yachtworld.com/boats/2002/beneteau-393-3562131/"
"Beneteau","39 ft 2006 Beneteau Cyclades 39","39","2006","135015","https://au.yachtworld.com/boats/2006/beneteau-cyclades-39-2901380/"
"Beneteau","41 ft 2000 Beneteau 411","41","2000","135561","https://au.yachtworld.com/boats/2000/beneteau-411-3252882/"
"Beneteau","39 ft 2002 Beneteau 393","39","2002","135637","https://au.yachtworld.com/boats/2002/beneteau-393-3031324/"
"Beneteau","41 ft 2001 Beneteau 411","41","2001","135788","https://au.yachtworld.com/boats/2001/beneteau-411-3563546/"
"Beneteau","40 ft 1997 Beneteau Oceanis 400","40","1997","133929","https://au.yachtworld.com/boats/1997/beneteau-oceanis-400-3557062/"
"Beneteau","41 ft 2002 Beneteau Oceanis 423","41","2002","135833","https://au.yachtworld.com/boats/2002/beneteau-423-3614666/"
"Beneteau","39 ft 2005 Beneteau Oceanis 393 Clipper","39","2005","136651","https://au.yachtworld.com/boats/2005/beneteau-oceanis-clipper-393-3561021/"
"Beneteau","45 ft 1999 Beneteau Oceanis 461 Clipper","45","1999","136787","https://au.yachtworld.com/boats/1999/beneteau-oceanis-461-3512217/"
"Beneteau","41 ft 2002 Beneteau Oceanis 411","41","2002","136875","https://au.yachtworld.com/boats/2002/beneteau-oceanis-411-3526797/"
"Beneteau","43 ft 2003 Beneteau Oceanis 423","43","2003","137470","https://au.yachtworld.com/boats/2003/beneteau-423-3582045/"
"Beneteau","42 ft 2005 Beneteau Oceanis 423","42","2005","137470","https://au.yachtworld.com/boats/2005/beneteau-423-3648955/"
"Beneteau","42 ft 2005 Beneteau Cyclades 43.3","42","2005","137470","https://au.yachtworld.com/boats/2005/beneteau-cyclades-43-3-3647125/"
"Beneteau","39 ft 2010 Beneteau Oceanis 40","39","2010","137470","https://au.yachtworld.com/boats/2010/beneteau-oceanis-40-3150759/"
"Beneteau","45 ft 1991 Beneteau First 45f5","45","1991","137478","https://au.yachtworld.com/boats/1991/beneteau-first-45f5-3652239/"
"Beneteau","41 ft 2003 Beneteau Oceanis 411","41","2003","139024","https://au.yachtworld.com/boats/2003/beneteau-oceanis-411-2935679/"
"Beneteau","46 ft 2003 Beneteau Oceanis 473 clipper","46","2003","139106","https://au.yachtworld.com/boats/2003/beneteau-oceanis-clipper-473-3147251/"
"Beneteau","46 ft 2006 Beneteau Oceanis Clipper 473","46","2006","139106","https://au.yachtworld.com/boats/2006/beneteau-oceanis-clipper-473-3603048/"
"Beneteau","44 ft 2007 Beneteau 44.7","44","2007","139106","https://au.yachtworld.com/boats/2007/beneteau-44-7-3513480/"
"Beneteau","42 ft 2004 Beneteau Oceanis 423","42","2004","139106","https://au.yachtworld.com/boats/2004/beneteau-423-3597673/"
"Beneteau","41 ft 2004 Beneteau Oceanis Clipper 423","41","2004","139106","https://au.yachtworld.com/boats/2004/beneteau-oceanis-clipper-423-3529778/"
"Beneteau","40 ft 1999 Beneteau Oceanis Clipper 411","40","1999","139106","https://au.yachtworld.com/boats/1999/beneteau-oceanis-clipper-411-3564289/"
"Beneteau","39 ft 2008 Beneteau Oceanis 40","39","2008","139106","https://au.yachtworld.com/boats/2008/beneteau-oceanis-40-3090782/"
"Beneteau","39 ft 2008 Beneteau Oceanis 40","39","2008","139106","https://au.yachtworld.com/boats/2008/beneteau-oceanis-40-3592768/"
"Beneteau","39 ft 2005 Beneteau Oceanis 393","39","2005","139106","https://au.yachtworld.com/boats/2005/beneteau-oceanis-clipper-393-2887567/"
"Beneteau","39 ft 2007 Beneteau Cyclades 39","39","2007","139106","https://au.yachtworld.com/boats/2007/beneteau-cyclades-39-3642969/"
"Beneteau","38 ft 2008 Beneteau Oceanis 40","38","2008","139106","https://au.yachtworld.com/boats/2008/beneteau-oceanis-40-3615005/"
"Beneteau","41 ft 2005 Beneteau Oceanis Clipper 423","41","2005","140906","https://au.yachtworld.com/boats/2005/beneteau-oceanis-clipper-423-3508363/"
"Beneteau","38 ft 2003 Beneteau 393","38","2003","141559","https://au.yachtworld.com/boats/2003/beneteau-393-3598773/"
"Beneteau","47 ft 2002 Beneteau Oceanis Clipper 473","47","2002","141561","https://au.yachtworld.com/boats/2002/beneteau-oceanis-clipper-473-3060440/"
"Beneteau","41 ft 1999 Beneteau Oceanis 40 CC","41","1999","142379","https://au.yachtworld.com/boats/1999/beneteau-oceanis-40-cc-3564996/"
"Beneteau","39 ft 2010 Beneteau Oceanis 40","39","2010","142379","https://au.yachtworld.com/boats/2010/beneteau-oceanis-40-3503568/"
"Beneteau","39 ft 2010 Beneteau Oceanis 40","39","2010","142379","https://au.yachtworld.com/boats/2010/beneteau-oceanis-40-3545997/"
"Beneteau","38 ft 2005 Beneteau Cyclades 39.9","38","2005","142379","https://au.yachtworld.com/boats/2005/beneteau-cyclades-39-9-3470497/"
"Beneteau","41 ft 2001 Beneteau Oceanis Clipper 411","41","2001","143180","https://au.yachtworld.com/boats/2001/beneteau-oceanis-clipper-411-3649127/"
"Beneteau","43 ft 2006 Beneteau Oceanis 423","43","2006","143331","https://au.yachtworld.com/boats/2006/beneteau-423-3548575/"
