"model","length","year","price","url"
"44 ft 2003 Bavaria 44","44","2003","122741","https://au.yachtworld.com/boats/2003/bavaria-44-3011160/"
"44 ft 2002 Bavaria 44 / VAT PAID","44","2002","122741","https://au.yachtworld.com/boats/2002/bavaria-44-vat-paid-3513561/"
"42 ft 2005 Bavaria 42","42","2005","122741","https://au.yachtworld.com/boats/2005/bavaria-42-3644496/"
"42 ft 2000 Bavaria Bavaria 42","42","2000","122741","https://au.yachtworld.com/boats/2000/bavaria-bavaria-42-3589441/"
"40 ft 2008 Bavaria 40 Cruiser","40","2008","122741","https://au.yachtworld.com/boats/2008/bavaria-40-cruiser-2687268/"
"40 ft 2008 Bavaria 40 Cruiser","40","2008","122741","https://au.yachtworld.com/boats/2008/bavaria-40-cruiser-3069924/"
"40 ft 2003 Bavaria 41","40","2003","122741","https://au.yachtworld.com/boats/2003/bavaria-41-3520873/"
"40 ft 2002 Bavaria 40","40","2002","122741","https://au.yachtworld.com/boats/2002/bavaria-40-3581182/"
"40 ft 2005 Bavaria 38","40","2005","122741","https://au.yachtworld.com/boats/2005/bavaria-38-3043157/"
"39 ft 2007 Bavaria 39-3","39","2007","122741","https://au.yachtworld.com/boats/2007/bavaria-39-3-3469398/"
"39 ft 2008 Bavaria 40 Cruiser","39","2008","122741","https://au.yachtworld.com/boats/2008/bavaria-40-cruiser-3242663/"
"39 ft 2007 Bavaria 39-3 Cruiser","39","2007","122741","https://au.yachtworld.com/boats/2007/bavaria-39-3-cruiser--3528989/"
"38 ft 2003 Bavaria 38 GTE","38","2003","122741","https://au.yachtworld.com/boats/2003/bavaria-38-gte-3647437/"
"38 ft 2008 Bavaria 38 Cruiser","38","2008","122741","https://au.yachtworld.com/boats/2008/bavaria-38-cruiser-3567451/"
"42 ft 2001 Bavaria 42'","42","2001","123559","https://au.yachtworld.com/boats/2001/bavaria-42-3246651/"
"46 ft 2005 Bavaria 46 Cruiser","46","2005","123723","https://au.yachtworld.com/boats/2005/bavaria-cruiser-46-3229192/"
"46 ft 2006 Bavaria 46 Cruiser / NEW engine","46","2006","123723","https://au.yachtworld.com/boats/2006/bavaria-46-cruiser-new-engine-3508490/"
"38 ft 2009 Bavaria Bavaria 38 Clipper","38","2009","124377","https://au.yachtworld.com/boats/2009/bavaria-bavaria-38-clipper-3602061/"
